nombre,cantidades,info,sabores,imagen,mix,Artículo,oferta,Estado,Rubro
CORAZONES DE ALCAUCIL CONDIMENTADOS X330 GR - DURANG,1 UNIDAD,"Los Corazones de Alcaucil Condimentados Agroianni son una conserva gourmet de origen mendocino, reconocida por su elaboración artesanal y sabor intenso. Se presentan listos para consumir, generalmente en frascos de vidrio",,https://drive.google.com/file/d/1HArqd4wBBDbVAY4JGqOylHRqlV5Di-LA/view,,1101,,✅ en precios,ENCURTIDOS
CORAZONES DE ALCAUCIL EN VINAGRE X300 GR - DURANG,1 UNIDAD,"Los corazones de alcaucil Agroianni son una conserva artesanal de origen mendocino, reconocida por su calidad y sabor intenso. Aunque Agroianni es famoso por sus alcauciles condimentados en aceite, también produce versiones que resaltan el sabor del vinagre en su receta.",,https://drive.google.com/file/d/12iWmYR5tCjRa5eN67cw2k6eeW3AJPk_D/view,,1230,,✅ en precios,ENCURTIDOS
PEPINILLOS EN VINAGRE X200 GR - DURANG,1 UNIDAD,,,https://drive.google.com/file/d/1nEelTmFJZrjqSq7p0EwbED2HusfWFMnl/view,,1483,,✅ en precios,ENCURTIDOS
PEPINOS AGRIDULCES X200 GR - DURANG,1 UNIDAD,,,https://drive.google.com/file/d/1rbWPIrlmT8AXr8b8D_p3U6D4vzMWtX9m/view,,1486,,✅ en precios,ENCURTIDOS
PICKLES MIXTOS X200 GR - DURANG,1 UNIDAD,,,https://drive.google.com/file/d/107SDn-Azkil7saO8rw2P0EiAUr0waCpP/view,,1501,,✅ en precios,ENCURTIDOS
PIMIENTOS ENTEROS X200 GR - DURANG,1 UNIDAD,,,https://drive.google.com/file/d/1BhHbSJOybTW6hq41WT8IyXBoPsd2Bo5f/view,,1517,,✅ en precios,ENCURTIDOS
POROTOS CONDIMENTADOS X200 GR - DURANG,1 UNIDAD,,,https://drive.google.com/file/d/1Rx-J6sU7eIk04R6Pbgus1eLIXr1qXILw/view,,1530,,✅ en precios,ENCURTIDOS
ADOBO PARA PIZZA,100G/250G/1KG,"El adobo para pizza es el secreto que usan las pizzerías tradicionales para elevar el sabor de la salsa o del queso. Básicamente, consiste en una mezcla de hierbas y especias hidratadas en aceite que se aplica antes o después del horneado.",,https://drive.google.com/file/d/1Hpa-w2m8Vn_sBVxKa532gmJKiEyFaz3B/view,,1068,20,✅ en precios,ESPECIAS
AJI MOLIDO FINO,100G/250G/1KG,"El ají molido fino es una especia fundamental en la cocina, especialmente en la gastronomía sudamericana. Se obtiene a partir de chiles secos triturados hasta lograr una textura de polvo o granalla muy pequeña.",,https://drive.google.com/file/d/198MWrKl_mMZ6ML255667bHX9yqNLsuFk/view,,1079,,✅ en precios,ESPECIAS
AJO EN POLVO,100G/250G/1KG,"El ajo en polvo es el resultado de deshidratar y moler dientes de ajo frescos. Es un condimento esencial en la cocina por su practicidad, sabor concentrado y larga duración.",,https://drive.google.com/file/d/16oa97VYpy0-t9tRPDhLj5dI78OX1A1YY/view,,1085,,✅ en precios,ESPECIAS
AJO GRANULADO,100G/250G/1KG,"El ajo granulado es una forma práctica y sabrosa de añadir sabor a tus comidas sin la necesidad de pelar o picar dientes frescos. A diferencia del ajo en polvo (que es muy fino), el granulado tiene una textura similar a la sal o la arena, lo que permite que se disperse mejor en líquidos y soporte mejor las altas temperaturas.",,https://drive.google.com/file/d/1i3FghkKESJrJw0LAOewl9xLoOI4Owp-a/view,,1088,,✅ en precios,ESPECIAS
ALBAHACA EN HOJAS,100G/250G/1KG,"La albahaca seca es un básico en la cocina debido a su sabor concentrado, algo más terroso y menos dulce que la fresca. Es ideal para cocciones largas donde la hierba fresca se marchitaría.",,https://drive.google.com/file/d/1Y5V26NL92wMotUp_Jgag0SMOWwtKpu34/view,,1099,,✅ en precios,ESPECIAS
ANIS EN GRANO,100G/250G/1KG,"El anís en grano (Pimpinella anisum), también conocido como anís verde o matalahúva, es una de las especias más antiguas y valoradas por su distintivo aroma dulce y sus potentes propiedades digestivas.",,https://drive.google.com/file/d/10Rj5SFRP2MBT2ivj_t8FM0I3xKYEw_G7/view,,1123,,✅ en precios,ESPECIAS
ANIS ESTRELLADO,50G/250G/1KG,"El anís estrellado (Illicium verum) es una especia originaria del sudeste asiático (China y Vietnam) obtenida del fruto de un árbol perenne. Aunque comparte un aroma y sabor dulce similar al anís verde europeo, provienen de familias botánicas diferentes.",,https://drive.google.com/file/d/110BKpRZCGMZVqRQ1US6pEtFzah0Jqd00/view,,1124,,✅ en precios,ESPECIAS
AZAFRAN ESPAÑOL X CAPSULA,1 UNIDAD,"El azafrán español, conocido como el ""oro rojo"", es una de las especias más valoradas y costosas del mundo. Se obtiene de los estigmas secos de la flor Crocus sativus y España es uno de sus principales productores globales, destacando especialmente la región de La Mancha por su calidad superior.",,https://drive.google.com/file/d/1vpzc6luyyWsCPGbYK2HfZCld8GEq3Zvv/view,,1138,,✅ en precios,ESPECIAS
BICARBONATO  DE SODIO,250G/500G/1KG,"El bicarbonato de sodio es un compuesto sólido cristalino de color blanco muy soluble en agua, con un ligero sabor alcalino. Es uno de los productos más versátiles y económicos que puedes tener en casa.",,https://drive.google.com/file/d/1gyE8yPEaayBGMFLEmP6B_ijIRyW9apiA/view,,2089,,✅ en precios,ESPECIAS
CALDO DE VERDURA SIN SAL X10 SOBRES - EL NATURALISTA,1 UNIDAD,El caldo de verdura sin sal de El Naturalista es un producto deshidratado e instantáneo diseñado para quienes buscan reducir el consumo de sodio o grasas sin perder sabor en sus comidas.,,https://drive.google.com/file/d/1fe-jcgCY2l67EOuLVo7R9c0KHwPzqzNV/view,,2154,,✅ en precios,ESPECIAS
CALDO DE VERDURAS CON SAL X 10 SOBRES - EL NATURALISTA,1 UNIDAD,"caldo de verduras con sal de la marca El Naturalista es un producto deshidratado e instantáneo diseñado para preparar sopas de forma rápida o para saborizar diversas comidas. Se destaca por ser una opción sin grasas y, en algunas versiones, enriquecida con fibras.",,https://drive.google.com/file/d/1QxuNARdPyT1S79YHx2z5FhnfhY3KC5qG/view,,2155,,✅ en precios,ESPECIAS
CANELA EN RAMA,50G/250G/1KG,"La canela en rama es la corteza interna seca del árbol canelo (Cinnamomum). A diferencia de la versión molida, mantiene sus aceites esenciales por más tiempo, ofreciendo un aroma y sabor más intensos y puros.",,https://drive.google.com/file/d/1yLOgWp7aQmQ6Gfv4Zo-XRDknTZoLqrhi/view,,1167,,✅ en precios,ESPECIAS
CANELA MOLIDA,100G/250G/1KG,"La canela molida es una de las especias más versátiles del mundo, valorada tanto por su perfil aromático en la cocina como por sus propiedades terapéuticas.",,https://drive.google.com/file/d/1WXIYjf82ASvUYhrC3r924VmhPWNc9i3-/view,,1168,,✅ en precios,ESPECIAS
CARDAMOMO,50G/250G/1KG,"El cardamomo es una especia de lujo conocida como la ""Reina de las Especias"". Proviene de las semillas de plantas de la familia del jengibre y es famosa por su aroma intenso, cítrico y ligeramente dulce.",,https://drive.google.com/file/d/1gBK5oIsBtJbQv88srpZ6DZct7McJdEX7/view,,1176,,✅ en precios,ESPECIAS
CEBOLLA EN ESCAMAS,100G/250G/1KG,"La cebolla en escamas es cebolla fresca que ha sido cortada en láminas finas y sometida a un proceso de deshidratación. Conserva muy bien el aroma original, aunque el secado le otorga un sabor más elegante, sutil y ligeramente dulce al perder el picor natural.",,https://drive.google.com/file/d/1vASYt2UrVhhl1AA7fXeWlWxGUz7_qosQ/view,,1182,,✅ en precios,ESPECIAS
CHIMICHURRI,100G/250G/1KG,"El chimichurri es una salsa tradicional de origen argentino, emblema de su gastronomía y compañera indispensable del asado. Se trata de una mezcla de hierbas, especias y líquidos que realza el sabor de las carnes asadas, pescados y aves.",,https://drive.google.com/file/d/1lqMuR5X-im_1fuC3d_k4-z-qmpWLDcBe/view,,1201,10,✅ en precios,ESPECIAS
CLAVO DE OLOR ENTERO,50G/250G/1KG,"El clavo de olor entero es el botón floral seco del árbol Syzygium aromaticum. Es una de las especias más potentes y versátiles, utilizada tanto para realzar sabores en la cocina como por sus amplias propiedades medicinales.",,https://drive.google.com/file/d/10AZzo5zHczh5mib2nk55TMhenrY2W-7G/view,,1209,,✅ en precios,ESPECIAS
COMINO MOLIDO,100G/250G/1KG,"El comino molido es una de las especias más utilizadas en las cocinas de todo el mundo, conocida por su aroma penetrante, sabor terroso y ligeros toques cítricos.",,https://drive.google.com/file/d/14ga-yNjWExhPg_zBqPYRP8U20XTaTPA6/view,,1214,,✅ en precios,ESPECIAS
CONDIMENTO PARA ARROZ,100G/250G/1KG,"El mejor condimento para arroz incluye una mezcla de cúrcuma (para color amarillo), ajo en polvo, cebolla, coriandro, pimienta blanca y pimentón.",,https://drive.google.com/file/d/1mV89rz9BTpeWR_BspWModpBzXtGtq6VP/view,,1219,20,✅ en precios,ESPECIAS
CORIANDRO ENTERO,50G/250G/1KG,"El coriandro entero se refiere a las semillas secas de la planta de cilantro (Coriandrum sativum). A diferencia de las hojas frescas, las semillas tienen un perfil de sabor terroso, dulce y con matices cítricos (limón y naranja) que se intensifica al tostarlas o molerlas.",,https://drive.google.com/file/d/1Pg3wwOrxOD_xKjCQ_vZDSrEL-9NrBGoe/view,,1232,,✅ en precios,ESPECIAS
CORIANDRO MOLIDO,100G/250G/1KG,"El coriandro molido es una especia obtenida de las semillas secas de la planta Coriandrum sativum (cilantro). A diferencia de las hojas frescas, que tienen un sabor herbáceo y penetrante, el coriandro molido destaca por un perfil aromático dulce, amaderado y con sutiles notas cítricas similares a la cáscara de naranja.",,https://drive.google.com/file/d/1jHmsqpsITj6S-274W6mPBujMciblzIsH/view,,1233,20,✅ en precios,ESPECIAS
CURCUMA MOLIDA,100G/250G/1KG,La cúrcuma molida es una especia vibrante derivada de la raíz seca de la planta Curcuma longa. Es conocida mundialmente tanto por su uso culinario como por sus potentes propiedades medicinales. ,,https://drive.google.com/file/d/1GPRzBVDuypLKSEti6GOGlVC9JwMRyT_s/view,,1236,,✅ en precios,ESPECIAS
CURRY,100G/250G/1KG,"El curry en polvo no es una especia única, sino una mezcla de especias molidas creada originalmente por británicos para imitar los sabores de la India.",,https://drive.google.com/file/d/1jA1Da9nsYkxqb064qN-deDqSVofYK_sN/view,,1239,,✅ en precios,ESPECIAS
FINAS HIERBAS,100G/250G/1KG,"El término «finas hierbas» designa una importante combinación de hierbas que constituye un pilar de la cocina francesa. Las finas hierbas canónicas de la alta cocina francesa incluyen perejil, cebollino, estragón y perifollo finamente picados.",,https://drive.google.com/file/d/1juMC_2Ac-qnLQfZCOIBapMnxOREGzAk2/view,,1270,20,✅ en precios,ESPECIAS
GARAM MASALA,100G/250G/1KG,"El garam masala es una mezcla de especias molidas fundamental en la cocina del norte de la India, cuyo nombre significa ""mezcla caliente"" o ""especias picantes"". Combina ingredientes aromáticos como canela, clavo, cardamomo, pimienta negra, comino y cilantro. Se utiliza comúnmente al final de la cocción para realzar sabor y aroma en carnes, verduras y currys.",,https://drive.google.com/file/d/189k0ThQJ76B0JPfQSTyHcP7IjqCJrxPu/view,,2101,,✅ en precios,ESPECIAS
GELATINA SIN SABOR,100G/250G/1KG,"La gelatina sin sabor (o grenetina) es una proteína pura derivada del colágeno animal (bovino/porcino), incolora e insípida, utilizada como gelificante, espesante y estabilizante. Aporta beneficios para la salud, como fortalecer articulaciones, piel, cabello y uñas gracias a su alto contenido de colágeno. Se hidrata en agua fría y luego se disuelve con calor sin hervir.",,https://drive.google.com/file/d/1UQVEGcK8u84nFucxoQlFkI3gJjVppxfu/view,,1702,,✅ en precios,ESPECIAS
HONGOS SECOS DE PINO,100G/250G/1KG,"Los hongos secos de pino (comúnmente del género Suillus) son un ingrediente fundamental en la cocina gourmet y hogareña, especialmente valorados por su sabor intenso, terroso y notas ahumadas.",,https://drive.google.com/file/d/12GNbZT09bgyQDMhq775VmHtpqU8_9ued/view,,1314,,✅ en precios,ESPECIAS
JENGIBRE MOLIDO ,100G/250G/1KG,El jengibre molido (o en polvo) es una forma concentrada de la raíz de jengibre deshidratada. Es valorado tanto en la cocina por su sabor cítrico y picante como en la medicina natural por sus múltiples propiedades.,,https://drive.google.com/file/d/1v1r7FzJRkSlfaUHaVJBqvOWLnvUImi5F/view,,1320,,✅ en precios,ESPECIAS
JULIANA SIN PAPA,100G/250G/1KG,"La Juliana sin papa es una mezcla de vegetales deshidratados, muy popular en dietéticas y tiendas de alimentos naturales. Su nombre proviene del ""corte juliana"" (tiras finas y alargadas) y se comercializa específicamente sin papa para quienes buscan una opción más ligera, baja en carbohidratos o apta para ciertas dietas.",,https://drive.google.com/file/d/11NW2sPd4I0-ZMrrUlZ-2vl-VrrgavtUV/view,,1333,,✅ en precios,ESPECIAS
LAUREL EN HOJAS,50G/250G/1KG,"El laurel en hojas es una especia aromática ampliamente utilizada en la cocina mediterránea. Se caracteriza por su sabor intenso, herbal y balsámico, ideal para realzar guisos, sopas y preparaciones de cocción prolongada. Además, aporta compuestos naturales que favorecen la digestión.",,https://drive.google.com/file/d/19bwGgV6YoezMrNPaHJmyQgY2jXW8cmER/view,,1350,,✅ en precios,ESPECIAS
LEVADURA DE CERVEZA NUTRICIONAL,250G/500G/1KG,"La levadura de cerveza nutricional es un suplemento natural rico en proteínas, vitaminas del grupo B y minerales. Se presenta en escamas o polvo, con un sabor levemente similar al queso. Es ideal para enriquecer comidas de forma práctica, especialmente en dietas vegetarianas o veganas.",,https://drive.google.com/file/d/1F9LkUpAOH4Bv7o72qdHSlZcx08vO3f4O/view,,1360,,✅ en precios,ESPECIAS
MACA EN POLVO,250G/500G/1KG,"La maca en polvo es un superalimento de origen andino, reconocido por su aporte de energía y nutrientes. Es rica en vitaminas, minerales y compuestos adaptógenos. Se incorpora fácilmente en licuados, infusiones o preparaciones dulces.",,https://drive.google.com/file/d/1z6dH_ZbRJYvrqG5pUgHPU6wk-Jwz4J3B/view,,1363,,✅ en precios,ESPECIAS
MERKEN CHILENO,100G/250G/1KG,"El merkén es un condimento tradicional originario de los pueblos mapuches del sur de Chile, elaborado a base de ají cacho de cabra, sal y especias. Se caracteriza por su sabor ahumado y levemente picante, con un perfil intenso y aromático. Es ideal para realzar carnes, verduras y preparaciones con un toque distintivo.",,https://drive.google.com/file/d/13q619N0FCitoK7u74RsfZuzIwbvrd-D0/view,,2308,,✅ en precios,ESPECIAS
MIX  4 PIMIENTAS,100G/250G/1KG,"El mix 4 pimientas combina distintas variedades como pimienta negra, blanca, verde y rosa. Ofrece un perfil aromático equilibrado, con notas picantes y levemente dulces. Es ideal para condimentar carnes, verduras y preparaciones gourmet.",,https://drive.google.com/file/d/1DVNqaSTba29hzHds0u5V_yPPvgetHbOP/view,,1418,,✅ en precios,ESPECIAS
MOSTAZA EN GRANOS,100G/250G/1KG,,,https://drive.google.com/file/d/12NL4LoDCzWXURU_f8oZYlHl4KxK3nRIv/view,,1436,,✅ en precios,ESPECIAS
NUEZ MOSCADA ENTERA,50G/250G/1KG,,,https://drive.google.com/file/d/1cnsk6mLfHOJqVApd28MQT1AKNt0PRNOW/view,,1451,,✅ en precios,ESPECIAS
NUEZ MOSCADA MOLIDA,50G/250G/1KG,,,https://drive.google.com/file/d/1eUcDhT0z9fB8vtXkXh15nPzu2iBvpF4W/view,,1452,20,✅ en precios,ESPECIAS
OREGANO,100G/250G/1KG,,,https://drive.google.com/file/d/1yMf1m6G2q8Frzabb5BW8NKtODUA8obGd/view,,1455,,✅ en precios,ESPECIAS
PEREJIL EN HOJAS,50G/250G/1KG,,,https://drive.google.com/file/d/1OeCEZFYqtxbq7SqE5DRfA2rSgTYv7CKG/view,,1489,,✅ en precios,ESPECIAS
PESTO,100G/250G/1KG,,,https://drive.google.com/file/d/1LJ1PlblZ5K8uEGN6YVmTJeQ0_-Osu_Xi/view,,1495,,✅ en precios,ESPECIAS
PIMENTON AHUMADO,100G/250G/1KG,,,https://drive.google.com/file/d/1g4iUJlyTNJDMWuReSIz7Zj1rFsvzBQHT/view,,1502,,✅ en precios,ESPECIAS
PIMENTON DULCE,100G/250G/1KG,,,https://drive.google.com/file/d/1lt0m49r-BrAum_Getg5jMBEsT0qczVoB/view,,1505,,✅ en precios,ESPECIAS
PIMENTON PICANTE,100G/250G/1KG,,,https://drive.google.com/file/d/1BN3SVwCyqDoexQPUthY_HdZHyE77FoKq/view,,1506,20,✅ en precios,ESPECIAS
PIMIENTA BLANCA EN GRANO,100G/250G/1KG,,,https://drive.google.com/file/d/1T9Zn-xWhkudQKANj5snd4wP1DuH4YV6Z/view,,1508,,✅ en precios,ESPECIAS
PIMIENTA BLANCA MOLIDA,100G/250G/1KG,,,https://drive.google.com/file/d/1wkGfk3jIyIrwEE48vXAgvrg1Il2WZ1Fx/view,,1510,,✅ en precios,ESPECIAS
PIMIENTA CAYENA MOLIDA,100G/250G/1KG,,,https://drive.google.com/file/d/13TPC5vKbG93xfKC4XxPSvxTCn8sPwvuu/view,,1511,,✅ en precios,ESPECIAS
PIMIENTA JAMAICA,100G/250G/1KG,,,https://drive.google.com/file/d/1vm7x-X4iHnuS-ozQIHFv3UdPvfKyqrsH/view,,2264,,✅ en precios,ESPECIAS
PIMIENTA NEGRA EN GRANO,100G/250G/1KG,,,https://drive.google.com/file/d/1tPjQrMloQfj3JjOhMasP_dlixSDPQjEJ/view,,1512,,✅ en precios,ESPECIAS
PIMIENTA NEGRA MOLIDA,100G/250G/1KG,,,https://drive.google.com/file/d/1hi7X5XMAir413dFUdW75r2zVda2Gq8O8/view,,1513,,✅ en precios,ESPECIAS
POLEN,50G/250G/1KG,,,https://drive.google.com/file/d/15qo5QHuXyx3W1HpLWMH386b5KY2zWX80/view,,2092,,✅ en precios,ESPECIAS
PROVENZAL,100G/250G/1KG,,,https://drive.google.com/file/d/17w5cGRIkWOcIpmnEdmKbSDOrHGxvfLGp/view,,1545,,✅ en precios,ESPECIAS
ROMERO EN HOJAS,100G/250G/1KG,,,https://drive.google.com/file/d/1vWdRDWMaE8T2WSpKKShPlQdpYaPO0cWU/view,,1555,,✅ en precios,ESPECIAS
SAL DEL HIMALAYA FINA,250G/500G/1KG,,,https://drive.google.com/file/d/1U5PFIgWHbY67ysXa_lu9whBjqAT9YNRE/view,,1557,,✅ en precios,ESPECIAS
SAL DEL HIMALAYA GRUESA,250G/500G/1KG,,,https://drive.google.com/file/d/1vsKmt8U8fR6oF5KFcBFk_AxxLbc_ePAK/view,,1558,,✅ en precios,ESPECIAS
SAL DIETETICA NATURAL - EL NATURALISTA,1 UNIDAD,,,https://drive.google.com/file/d/1jGh6JKevdvbZyEzGa5UspowL1qs-Gric/view,,2376,,✅ en precios,ESPECIAS
SAL MARINA FINA X500 GR - MACROZEN,1 UNIDAD,,,https://drive.google.com/file/d/1JW_l3VBVspy2lhVkPC9xuo1uDcrTRCEI/view,,1561,,✅ en precios,ESPECIAS
SAL MARINA GRUESA X500 GR - MACROZEN,1 UNIDAD,,,https://drive.google.com/file/d/13lLlZwl1jv7l5nCO7mFIrtPptQB-uJGa/view,,1562,,✅ en precios,ESPECIAS
TOMILLO,100G/250G/1KG,,,https://drive.google.com/file/d/1a0m5cEXMmOz7pkmjj4Gyw95hUopWYwxt/view,,1633,,✅ en precios,ESPECIAS
ALMENDRA PARTIDA,250G/500G/1KG,,,https://drive.google.com/file/d/1haZ64ESOumYBedGUI0AvxzAmGItSUbYz/view,si,4452,,✅ en precios,FRUTOS SECOS
ALMENDRAS NONPAREIL,250G/500G/1KG,"La almendra Nonpareil es considerada la variedad más popular y de mayor calidad a nivel mundial. Su nombre en francés significa ""sin igual"" o ""incomparable"", lo cual refleja su estatus premium en el mercado de frutos secos.",,https://drive.google.com/file/d/16PznJURYBrA658AwGfRM2tXNLzkz196Y/view,si,1842,,✅ en precios,FRUTOS SECOS
AVELLANAS SIN CASCARA,250G/500G/1KG,"Consumir avellanas sin cáscara aporta nutrientes esenciales para el organismo: Corazón sano: Ricas en ácidos grasos monoinsaturados (omega-9), que ayudan a reducir el colesterol LDL. Antioxidantes: Gran aporte de Vitamina E, que protege las células contra el envejecimiento. Energía pura: Aportan unas 600 kcal por cada 100g, ideales para deportistas o snacks rápidos. Minerales: Son fuente de calcio, magnesio y fósforo, fundamentales para la salud ósea. Salud digestiva: Su contenido en fibra favorece el tránsito intestinal.",,https://drive.google.com/file/d/1aJSoUs-mQkVvjAII9QM7n73cIpDNFwmr/view,si,1134,,✅ en precios,FRUTOS SECOS
CASTAÑAS CAJU,250G/500G/1KG,"Las castañas de cajú (o anacardos) de Vietnam son reconocidas mundialmente por su alta calidad premium, sabor suave, textura cremosa y tamaño uniforme. Son una excelente fuente de grasas saludables, proteínas, hierro y magnesio, ideales como snack o en preparaciones culinarias.",,https://drive.google.com/file/d/1Xoz8PXa0yjIg4WT0HIART70CGIFopFWP/view,si,1180,,✅ en precios,FRUTOS SECOS
MAIZ FRITO SALADO,250G/500G/1KG,"El maíz frito salado es un snack crocante y sabroso, listo para consumir. Presenta una textura firme y un sabor intenso, ideal para picadas o colaciones. Es una opción práctica para quienes buscan algo salado.",,https://drive.google.com/file/d/1w8K6DYN0lCj_gFSuXDq3dJ_uV1nPv9cf/view,si,1365,,✅ en precios,FRUTOS SECOS
MANI CON CASCARA X 1 KG,1 UNIDAD,"El maní con cáscara es una opción natural, ideal para consumo directo o tostado. Mantiene sus propiedades nutricionales, aportando grasas saludables y proteínas vegetales. Es un snack clásico y versátil.",,https://drive.google.com/file/d/11SXWudmCqa7TyAEUmhGj5wsAn-YIdBom/view,,1375,,✅ en precios,FRUTOS SECOS
MANI JAPONES,250G/500G/1KG,"El maní japonés es un snack crocante recubierto, de sabor intenso y ligeramente salado. Su textura firme lo hace ideal para picadas. Es una opción práctica y muy popular.",,https://drive.google.com/file/d/1FDunmm6i6iGRFgxhkqK2B2qQIfSVnSZg/view,si,1378,,✅ en precios,FRUTOS SECOS
MANI SABORIZADO,250G/500G/1KG,"El maní saborizado ofrece distintas variantes con condimentos que realzan su perfil. Mantiene el aporte nutricional del maní, sumando un sabor más intenso. Ideal para snacks o picadas.",,https://drive.google.com/file/d/1QI0JfVC4Lyj9OaS3TMhuDQEx1ywEHv8M/view,si,1379,,✅ en precios,FRUTOS SECOS
MANI TOSTADO SALADO,250G/500G/1KG,"El maní tostado salado es un snack clásico, con sabor intenso y textura crocante. Aporta proteínas y grasas saludables. Es ideal para consumo directo o como complemento en picadas.",,https://drive.google.com/file/d/1aEl6_09KtMcXJIFFqzh82v3nytZX3UfZ/view,si,1380,,✅ en precios,FRUTOS SECOS
MANI TOSTADO SIN SAL,250G/500G/1KG,El maní tostado sin sal conserva su sabor natural y sus propiedades nutricionales. Es una opción más equilibrada para quienes buscan reducir el consumo de sodio. Ideal para snacks o incorporarlo en preparaciones.,,https://drive.google.com/file/d/1WjRKtTo5EirWVe7gwDKwjb6O93qfG_J6/view,si,1381,,✅ en precios,FRUTOS SECOS
MIX CERVECERO,250G/500G/1KG,"El mix cervecero es una combinación de snacks salados pensada para acompañar bebidas. Incluye maní salado, maíz frito y maní rebozado, logrando un equilibrio entre crocante y sabor intenso. Es ideal para picadas y momentos sociales.",,https://drive.google.com/file/d/1OCCwZkBFZdM5oEWywgt5TXQ1goqX7DwU/view,,1416,,✅ en precios,FRUTOS SECOS
MIX PATAGONICO,250G/500G/1KG,"Intenso y equilibrado: Nuez, Almendras, Castañas, Pasas
Morochas, Arándanos, Frutilla Glaseada y Coco En Escamas.",,https://drive.google.com/file/d/15FkU9Z-6lQxlQEVG2LpSA6SAIQ6JsNjA/view,,1426,,✅ en precios,FRUTOS SECOS
MIX SALADO,250G/500G/1KG,"Ideal para picadas: Maní, Pasas De Uva Rubia, Castañas De
Cajú, Almendras.",,https://drive.google.com/file/d/1eZQKbgdKDK9dmVT4r8IdA7CZyNIe_QLq/view,,1660,,✅ en precios,FRUTOS SECOS
MIX SIN PASAS PREMIUM,250G/500G/1KG,"Puro sabor, sin pasas: Nuez Mariposa Extra Light,
Almendras Nonpareil, Castañas y Maní Tostado.",,https://drive.google.com/file/d/1mxIbgm9P-xQtXref_PIV0oxiCeJH0WBC/view,,2228,,✅ en precios,FRUTOS SECOS
MIX TRADICIONAL,250G/500G/1KG,"Un clásico que nunca falla: Nueces, Almendras, Pasas
Rubias, Pasas Morochas y Maní.",,https://drive.google.com/file/d/1-roSiofiHxkMmDM-Bd_K_DBgWcXC8Ge0/view,,1429,,✅ en precios,FRUTOS SECOS
MIX TROPICAL,250G/500G/1KG,"Para los que buscan un toque exótico: Nuez, Almendras, Maní Tostado,
Castañas, Pasas Morochas y Rubias, Fruta Glaseada y Chips De Banana.",,https://drive.google.com/file/d/1GoCWwa9uCvBeTnZeY6KA0pYRGoSCytkb/view,,1430,,✅ en precios,FRUTOS SECOS
NUEZ CON CASCARA,250G/500G/1KG,,,https://drive.google.com/file/d/1CyU_LATUzon6ngDDu-XQ0RTSmr-E_1nj/view,,1446,,✅ en precios,FRUTOS SECOS
NUEZ CUARTILLO,250G/500G/1KG,,,https://drive.google.com/file/d/14S3MSYxxh2QTPkE9oteOswe1cHG7X6Dl/view,si,1441,,✅ en precios,FRUTOS SECOS
NUEZ CUARTOS,250G/500G/1KG,,,https://drive.google.com/file/d/1RyQfFCD3Rz7nBnh11Udnd-ziuNEtWWL-/view,si,1445,,✅ en precios,FRUTOS SECOS
NUEZ DE BRASIL,250G/500G/1KG,,,https://drive.google.com/file/d/17a3w7qdy8D4B_Uqz2l__2mTjwdeG3his/view,si,4453,,✅ en precios,FRUTOS SECOS
NUEZ MARIPOSA EXTRA LIGHT,250G/500G/1KG,,,https://drive.google.com/file/d/167aPKGseonfAupfKO_SlZyXf4KgRZuGN/view,si,1716,,✅ en precios,FRUTOS SECOS
NUEZ MARIPOSA LIGHT,250G/500G/1KG,,,https://drive.google.com/file/d/1rjXARkriZMbrdSDNvJ7iOKfGBHxI-Pki/view,si,1450,,✅ en precios,FRUTOS SECOS
PISTACHOS CON CASCARA,250G/500G/1KG,,,https://drive.google.com/file/d/1NN9wZhH-cezQ5-KsuvBegMHA2zb-MY1p/view,,1522,,✅ en precios,FRUTOS SECOS
PISTACHOS NATURALES SIN CASCARA ,250G/500G/1KG,,,https://drive.google.com/file/d/1ao2TPp5bV6oht4e9lYmJGp2QLY5VMn9q/view,si,2369,,✅ en precios,FRUTOS SECOS
ARROZ INTEGRAL,250G/500G/1KG,"El arroz integral es el grano de arroz al que solo se le ha quitado la cáscara exterior no comestible, conservando el salvado y el germen. Esto lo hace nutricionalmente superior al arroz blanco.",,https://drive.google.com/file/d/1D0a6R-nMl1uqcA7C-NRbVVYys29ljg5_/view,,1131,15,✅ en precios,GRANOS Y LEGUMBRES
ARROZ YAMANI,250G/500G/1KG,"El arroz yamaní es un arroz integral de grano corto, alto en fibra y nutrientes, conocido por su textura firme y sabor intenso, a menudo descrito como una opción más saludable que el arroz blanco. Se cocina en unos 40 minutos con una proporción de 1 taza de arroz por 2,5 tazas de agua, ideal para guisos, ensaladas y hamburguesas vegetales.",,https://drive.google.com/file/d/1RiePI2Fs0zkEbnaZzjQuI19i3uJtcxQn/view,,1133,15,✅ en precios,GRANOS Y LEGUMBRES
CUSCUS,250G/500G/1KG,"El cuscús (o cous cous) es un alimento tradicional del norte de África elaborado a base de sémola de trigo duro. Aunque a menudo se confunde con un grano o cereal por su apariencia, técnicamente es un tipo de pasta granulada que se obtiene al moler la parte dura del trigo sin llegar a convertirla en harina.",,https://drive.google.com/file/d/1sPguZghZaRYhB3z_t6QWeUhnHI7gXNMp/view,,1240,15,✅ en precios,GRANOS Y LEGUMBRES
